council_district,standardized_category,lat_bin_approx_100m,lon_bin_approx_100m,cluster_request_count,open_cluster_count,long_resolution_cluster_count,median_resolution_days
H,Solid Waste / Recycling,29.773,-95.293,5,1,2,68.4237326388889
H,Solid Waste / Recycling,29.753,-95.343,5,0,2,7.044293981481482
H,Solid Waste / Recycling,29.783,-95.308,5,0,3,17.078263888888888
H,Solid Waste / Recycling,29.784,-95.384,5,0,0,7.728726851851852
H,Solid Waste / Recycling,29.784,-95.372,5,1,2,21.86399305555556
H,Solid Waste / Recycling,29.784,-95.353,5,4,1,102.03537037037036
B,Solid Waste / Recycling,29.792,-95.337,5,1,3,30.72391203703704
D,Solid Waste / Recycling,29.689,-95.359,5,1,0,0.34536458333333336
D,Solid Waste / Recycling,29.689,-95.352,5,3,0,3.8269618055555554
D,Solid Waste / Recycling,29.689,-95.348,5,1,1,3.3641493055555554
C,Solid Waste / Recycling,29.669,-95.478,5,1,0,4.189097222222222
D,Solid Waste / Recycling,29.69,-95.358,5,1,2,47.89829861111111
D,Solid Waste / Recycling,29.694,-95.351,5,0,1,5.892013888888889
H,Solid Waste / Recycling,29.774,-95.358,5,1,1,7.207881944444445
H,Solid Waste / Recycling,29.775,-95.363,5,3,1,17.850943287037037
B,Solid Waste / Recycling,29.799,-95.31,5,0,2,5.731354166666667
B,Solid Waste / Recycling,29.803,-95.336,5,1,0,1.034224537037037
B,Solid Waste / Recycling,29.804,-95.334,5,1,1,7.81806712962963
A,Solid Waste / Recycling,29.816,-95.522,5,1,1,0.9278819444444445
A,Solid Waste / Recycling,29.816,-95.519,5,0,2,12.071724537037037
D,Solid Waste / Recycling,29.682,-95.377,5,1,1,9.35617476851852
D,Solid Waste / Recycling,29.684,-95.339,5,0,3,14.149201388888889
D,Solid Waste / Recycling,29.685,-95.368,5,0,2,6.988703703703703
C,Solid Waste / Recycling,29.672,-95.495,5,1,0,2.935769675925926
D,Solid Waste / Recycling,29.688,-95.37,5,2,2,18.945972222222224
D,Solid Waste / Recycling,29.688,-95.351,5,0,3,19.214259259259258
B,Solid Waste / Recycling,29.792,-95.292,5,1,1,4.46787037037037
H,Solid Waste / Recycling,29.785,-95.355,5,0,1,7.318078703703704
H,Solid Waste / Recycling,29.785,-95.354,5,0,0,7.324548611111111
H,Solid Waste / Recycling,29.786,-95.384,5,3,0,5.567511574074074
H,Solid Waste / Recycling,29.787,-95.377,5,0,1,11.704386574074077
H,Solid Waste / Recycling,29.787,-95.362,5,0,1,1.4334606481481482
H,Solid Waste / Recycling,29.787,-95.303,5,0,3,32.87052083333333
H,Solid Waste / Recycling,29.782,-95.379,5,0,2,23.06141203703704
B,Solid Waste / Recycling,29.788,-95.325,5,1,2,18.004710648148148
B,Solid Waste / Recycling,29.788,-95.322,5,2,2,40.79226851851852
D,Solid Waste / Recycling,29.674,-95.359,5,2,0,0.1622106481481481
D,Solid Waste / Recycling,29.675,-95.37,5,0,0,5.039317129629629
D,Solid Waste / Recycling,29.676,-95.368,5,0,1,11.850347222222222
C,Solid Waste / Recycling,29.672,-95.466,5,1,2,31.73960648148148
C,Solid Waste / Recycling,29.674,-95.502,5,3,1,20.921597222222225
C,Solid Waste / Recycling,29.675,-95.478,5,0,1,5.729409722222222
D,Solid Waste / Recycling,29.676,-95.358,5,0,3,28.986782407407407
D,Solid Waste / Recycling,29.677,-95.371,5,1,2,9.471290509259259
D,Solid Waste / Recycling,29.677,-95.335,5,0,1,2.937974537037037
D,Solid Waste / Recycling,29.679,-95.345,5,1,2,11.919236111111111
B,Solid Waste / Recycling,29.789,-95.322,5,0,1,6.216064814814815
B,Solid Waste / Recycling,29.79,-95.328,5,1,3,22.370752314814816
B,Solid Waste / Recycling,29.792,-95.341,5,2,2,33.888449074074074
H,Solid Waste / Recycling,29.792,-95.352,5,0,2,19.461846064814814
B,Solid Waste / Recycling,29.777,-95.337,5,1,0,6.108640046296296
D,Solid Waste / Recycling,29.668,-95.37,5,0,2,17.965995370370372
D,Solid Waste / Recycling,29.671,-95.367,5,0,4,17.806180555555557
C,Solid Waste / Recycling,29.679,-95.488,5,1,1,4.016423611111111
D,Solid Waste / Recycling,29.672,-95.371,5,0,0,0.0560648148148148
B,Solid Waste / Recycling,29.782,-95.332,5,0,2,3.218668981481481
B,Solid Waste / Recycling,29.782,-95.317,5,0,1,0.3691087962962963
B,Solid Waste / Recycling,29.782,-95.314,5,2,3,24.82328703703704
B,Solid Waste / Recycling,29.784,-95.343,5,2,0,3.8453530092592594
B,Solid Waste / Recycling,29.786,-95.344,5,2,2,15.056597222222225
H,Solid Waste / Recycling,29.8,-95.384,5,0,3,21.54825231481481
H,Solid Waste / Recycling,29.8,-95.368,5,0,2,34.61288194444444
J,Traffic Signals / Lighting,29.704,-95.556,5,0,0,0.0205787037037037
A,Solid Waste / Recycling,29.813,-95.521,5,0,3,17.81318287037037
A,Solid Waste / Recycling,29.813,-95.515,5,0,1,7.604583333333334
B,Solid Waste / Recycling,29.786,-95.338,5,1,2,28.67273148148148
D,Solid Waste / Recycling,29.662,-95.356,5,3,2,15.985295138888889
D,Solid Waste / Recycling,29.663,-95.354,5,1,1,6.9073321759259265
D,Solid Waste / Recycling,29.664,-95.368,5,0,4,26.84480324074074
D,Solid Waste / Recycling,29.664,-95.362,5,1,2,29.919050925925927
D,Solid Waste / Recycling,29.664,-95.354,5,0,2,11.091689814814815
C,Solid Waste / Recycling,29.683,-95.46,5,1,0,6.265162037037037
D,Solid Waste / Recycling,29.665,-95.328,5,0,2,13.695775462962963
D,Solid Waste / Recycling,29.666,-95.334,5,1,2,10.650324074074074
H,Solid Waste / Recycling,29.802,-95.379,5,2,1,12.97443287037037
H,Solid Waste / Recycling,29.803,-95.385,5,0,1,10.100092592592592
H,Solid Waste / Recycling,29.803,-95.371,5,1,2,16.54576388888889
H,Solid Waste / Recycling,29.804,-95.368,5,0,3,33.12371527777778
B,Solid Waste / Recycling,29.779,-95.329,5,0,1,7.237418981481481
B,Solid Waste / Recycling,29.78,-95.326,5,1,2,14.03587962962963
B,Solid Waste / Recycling,29.78,-95.314,5,1,4,28.01059027777778
H,Solid Waste / Recycling,29.807,-95.369,5,1,1,4.903616898148148
C,Solid Waste / Recycling,29.7,-95.445,5,0,3,32.93738425925926
C,Solid Waste / Recycling,29.703,-95.44,5,0,1,6.015347222222222
D,Solid Waste / Recycling,29.655,-95.351,5,1,2,30.247847222222223
D,Solid Waste / Recycling,29.66,-95.362,5,1,2,19.629855324074075
D,Solid Waste / Recycling,29.66,-95.357,5,0,1,3.172060185185185
D,Solid Waste / Recycling,29.66,-95.356,5,1,1,5.0333854166666665
C,Solid Waste / Recycling,29.696,-95.437,5,0,1,0.2330787037037037
D,Solid Waste / Recycling,29.661,-95.356,5,3,1,64.50131365740741
D,Solid Waste / Recycling,29.661,-95.335,5,3,0,1.5685416666666667
D,Solid Waste / Recycling,29.662,-95.36,5,1,1,6.974971064814815
B,Solid Waste / Recycling,29.777,-95.332,5,0,0,6.213900462962963
B,Solid Waste / Recycling,29.777,-95.322,5,0,1,7.585046296296296
B,Solid Waste / Recycling,29.778,-95.331,5,0,2,10.941921296296297
H,Solid Waste / Recycling,29.809,-95.389,5,1,3,70.07346064814814
H,Solid Waste / Recycling,29.809,-95.354,5,1,2,10.433883101851851
H,Solid Waste / Recycling,29.812,-95.371,5,3,0,9.778437499999999
H,Solid Waste / Recycling,29.821,-95.347,5,1,1,7.01730324074074
H,Solid Waste / Recycling,29.822,-95.401,5,1,2,13.628576388888888
H,Solid Waste / Recycling,29.822,-95.388,5,0,4,98.1275
H,Solid Waste / Recycling,29.823,-95.361,5,0,2,9.293217592592592
B,Solid Waste / Recycling,29.763,-95.278,5,1,2,13.349560185185183
C,Solid Waste / Recycling,29.723,-95.415,5,2,3,37.71344907407408
D,Solid Waste / Recycling,29.648,-95.342,5,1,4,24.90499421296296
D,Solid Waste / Recycling,29.65,-95.342,5,0,4,33.73539351851852
D,Solid Waste / Recycling,29.653,-95.354,5,1,0,1.7211689814814817
C,Solid Waste / Recycling,29.698,-95.426,5,2,1,1.1313657407407407
H,Solid Waste / Recycling,29.812,-95.352,5,1,2,24.482008101851854
B,Solid Waste / Recycling,29.775,-95.339,5,3,0,1.8577835648148149
H,Solid Waste / Recycling,29.815,-95.397,5,2,2,14.184467592592592
H,Solid Waste / Recycling,29.816,-95.397,5,0,3,24.113865740740742
H,Solid Waste / Recycling,29.817,-95.375,5,0,1,7.69193287037037
H,Solid Waste / Recycling,29.818,-95.385,5,0,1,0.9003587962962963
H,Solid Waste / Recycling,29.831,-95.401,5,2,2,19.150023148148147
J,Solid Waste / Recycling,29.729,-95.474,5,0,3,34.62070601851852
J,Solid Waste / Recycling,29.729,-95.473,5,0,0,7.085486111111111
A,Solid Waste / Recycling,29.818,-95.547,5,0,1,13.576840277777778
A,Solid Waste / Recycling,29.821,-95.555,5,0,3,50.770804398148144
K,Solid Waste / Recycling,29.641,-95.531,5,1,2,10.43579861111111
K,Solid Waste / Recycling,29.641,-95.491,5,1,4,69.80461226851853
K,Solid Waste / Recycling,29.642,-95.533,5,0,0,0.8288541666666667
K,Solid Waste / Recycling,29.643,-95.494,5,4,0,0.0010416666666666
K,Solid Waste / Recycling,29.645,-95.53,5,0,2,18.960578703703703
K,Solid Waste / Recycling,29.646,-95.552,5,0,0,0.3432175925925926
K,Solid Waste / Recycling,29.646,-95.514,5,1,1,0.0018287037037037
D,Solid Waste / Recycling,29.639,-95.404,5,0,1,2.3749421296296296
D,Solid Waste / Recycling,29.64,-95.359,5,0,1,0.7275752314814815
D,Solid Waste / Recycling,29.641,-95.364,5,2,0,1.3106828703703703
H,Solid Waste / Recycling,29.818,-95.342,5,1,2,17.509010416666666
B,Sewer / Wastewater,29.852,-95.302,5,1,0,1.4360300925925926
B,Sewer / Wastewater,29.873,-95.293,5,0,1,0.9054976851851853
B,Sewer / Wastewater,29.902,-95.296,5,1,1,0.1807638888888889
H,Solid Waste / Recycling,29.833,-95.414,5,0,2,13.807361111111112
H,Solid Waste / Recycling,29.834,-95.372,5,1,0,2.8857060185185186
H,Solid Waste / Recycling,29.835,-95.374,5,0,1,6.960850694444444
D,Solid Waste / Recycling,29.636,-95.35,5,1,0,5.571319444444445
D,Solid Waste / Recycling,29.637,-95.347,5,0,2,23.108802083333334
D,Solid Waste / Recycling,29.637,-95.344,5,0,2,2.13162037037037
K,Solid Waste / Recycling,29.634,-95.416,5,0,1,3.025659722222222
K,Solid Waste / Recycling,29.635,-95.413,5,0,0,7.569710648148148
K,Solid Waste / Recycling,29.636,-95.477,5,1,4,25.460931712962964
K,Solid Waste / Recycling,29.637,-95.477,5,1,0,3.889444444444445
K,Solid Waste / Recycling,29.637,-95.452,5,0,2,20.68412037037037
H,Solid Waste / Recycling,29.827,-95.392,5,1,1,16.583495370370372
H,Solid Waste / Recycling,29.829,-95.358,5,1,0,7.616221064814814
H,Solid Waste / Recycling,29.844,-95.331,5,0,1,5.316545138888889
H,Solid Waste / Recycling,29.846,-95.403,5,1,3,52.82415509259259
H,Solid Waste / Recycling,29.846,-95.386,5,0,1,10.964386574074076
H,Solid Waste / Recycling,29.848,-95.382,5,0,2,12.972453703703705
H,Solid Waste / Recycling,29.848,-95.38,5,0,2,6.946493055555556
H,Solid Waste / Recycling,29.85,-95.324,5,0,1,6.108831018518519
D,Solid Waste / Recycling,29.625,-95.35,5,1,3,43.09854166666666
D,Solid Waste / Recycling,29.627,-95.382,5,0,3,26.928668981481483
C,Solid Waste / Recycling,29.732,-95.404,5,1,2,9.618981481481482
C,Solid Waste / Recycling,29.733,-95.407,5,0,2,7.546053240740741
D,Solid Waste / Recycling,29.629,-95.334,5,0,3,42.366875
D,Solid Waste / Recycling,29.635,-95.354,5,0,1,0.2836111111111111
D,Solid Waste / Recycling,29.636,-95.362,5,0,3,63.90765046296296
J,Solid Waste / Recycling,29.736,-95.483,5,0,2,3.9957291666666666
J,Solid Waste / Recycling,29.736,-95.47,5,2,0,7.059548611111111
J,Traffic Signals / Lighting,29.656,-95.542,5,0,0,0.028761574074074
K,Solid Waste / Recycling,29.65,-95.504,5,3,0,9.810399305555555
K,Solid Waste / Recycling,29.652,-95.51,5,0,1,0.0254050925925925
K,Solid Waste / Recycling,29.652,-95.488,5,1,2,14.494224537037038
D,Solid Waste / Recycling,29.617,-95.407,5,2,0,2.2388194444444443
D,Solid Waste / Recycling,29.619,-95.41,5,0,2,6.973217592592593
C,Solid Waste / Recycling,29.733,-95.397,5,0,3,20.00068287037037
D,Solid Waste / Recycling,29.621,-95.36,5,2,1,2.686712962962963
D,Solid Waste / Recycling,29.621,-95.345,5,0,2,13.074346064814817
D,Solid Waste / Recycling,29.622,-95.342,5,0,1,2.037986111111111
H,Solid Waste / Recycling,29.835,-95.347,5,0,0,1.2552083333333333
H,Solid Waste / Recycling,29.836,-95.391,5,2,1,0.0460879629629629
H,Solid Waste / Recycling,29.837,-95.381,5,0,1,2.77037037037037
H,Solid Waste / Recycling,29.84,-95.341,5,0,0,1.2718402777777778
B,Sewer / Wastewater,29.784,-95.329,5,1,1,8.39009837962963
B,Sewer / Wastewater,29.844,-95.313,5,0,0,1.6557523148148148
H,Solid Waste / Recycling,29.842,-95.374,5,1,1,7.39826388888889
A,Solid Waste / Recycling,29.793,-95.53,5,1,1,6.663836805555556
A,Solid Waste / Recycling,29.793,-95.465,5,0,1,4.4682002314814815
A,Solid Waste / Recycling,29.794,-95.531,5,2,0,7.602708333333333
K,Solid Waste / Recycling,29.65,-95.505,5,2,0,0.2605902777777777
H,Solid Waste / Recycling,29.874,-95.383,5,3,0,6.811568287037037
H,Solid Waste / Recycling,29.888,-95.409,5,2,0,4.089340277777778
H,Solid Waste / Recycling,29.894,-95.411,5,1,2,12.4146875
H,Solid Waste / Recycling,29.902,-95.411,5,3,1,9.260677083333333
H,Traffic Signals / Lighting,29.751,-95.335,5,0,0,2.538292824074074
A,Solid Waste / Recycling,29.822,-95.499,5,1,0,1.0910300925925926
H,Solid Waste / Recycling,29.854,-95.368,5,3,1,14.23741898148148
H,Solid Waste / Recycling,29.854,-95.367,5,2,0,2.5680092592592594
B,Road / Pothole / Bridge,30.01,-95.364,5,0,0,4.635740740740741
B,Sewer / Wastewater,29.766,-95.273,5,0,1,0.6284143518518519
H,Solid Waste / Recycling,29.864,-95.37,5,1,2,12.136128472222222
B,Road / Pothole / Bridge,29.875,-95.441,5,0,0,2.7187847222222223
J,Solid Waste / Recycling,29.724,-95.484,5,0,1,5.954988425925926
J,Solid Waste / Recycling,29.727,-95.471,5,0,1,5.435659722222223
H,Traffic Signals / Lighting,29.766,-95.379,5,1,2,15.197366898148147
H,Traffic Signals / Lighting,29.773,-95.307,5,1,0,1.2309259259259258
B,Road / Pothole / Bridge,29.836,-95.254,5,0,2,31.76738425925926
H,Traffic Signals / Lighting,29.783,-95.365,5,0,0,0.1007175925925926
H,Traffic Signals / Lighting,29.785,-95.361,5,0,1,8.269346064814815
D,Solid Waste / Recycling,29.605,-95.309,5,0,1,4.283125
D,Solid Waste / Recycling,29.609,-95.33,5,0,1,4.304224537037037
D,Solid Waste / Recycling,29.61,-95.232,5,0,2,9.990671296296297
D,Solid Waste / Recycling,29.611,-95.346,5,0,1,36.40677662037037
C,Solid Waste / Recycling,29.736,-95.405,5,0,3,20.24269675925926
C,Solid Waste / Recycling,29.736,-95.403,5,0,2,12.668912037037035
C,Solid Waste / Recycling,29.736,-95.395,5,1,1,3.946851851851852
C,Solid Waste / Recycling,29.737,-95.424,5,0,1,5.909340277777778
C,Solid Waste / Recycling,29.737,-95.423,5,0,1,12.046863425925926
H,Traffic Signals / Lighting,29.828,-95.376,5,1,0,4.968472222222222
B,Road / Pothole / Bridge,29.767,-95.343,5,1,1,3.252326388888889
H,Traffic Signals / Lighting,29.844,-95.403,5,0,0,5.703645833333334
H,Traffic Signals / Lighting,29.849,-95.334,5,1,0,2.5701736111111115
H,Traffic Signals / Lighting,29.851,-95.412,5,0,0,0.0009837962962962
H,Traffic Signals / Lighting,29.87,-95.369,5,0,0,1.7107118055555555
C,Solid Waste / Recycling,29.741,-95.407,5,0,2,11.083460648148147
D,Sewer / Wastewater,29.658,-95.35,5,0,0,0.0012905092592592
D,Sewer / Wastewater,29.66,-95.365,5,0,0,0.7245601851851852
D,Sewer / Wastewater,29.682,-95.355,5,1,0,0.0637384259259259
D,Sewer / Wastewater,29.703,-95.331,5,0,1,0.6262962962962964
D,Sewer / Wastewater,29.716,-95.344,5,1,1,6.462899305555555
D,Sewer / Wastewater,29.738,-95.38,5,1,0,0.9267766203703703
D,Solid Waste / Recycling,29.588,-95.231,5,0,2,1.6741666666666666
C,Solid Waste / Recycling,29.738,-95.404,5,0,1,5.607951388888889
J,Solid Waste / Recycling,29.712,-95.536,5,0,1,0.8687615740740741
H,Water,29.773,-95.298,5,0,0,0.1357175925925925
J,Solid Waste / Recycling,29.681,-95.567,5,0,0,5.611157407407408
J,Solid Waste / Recycling,29.69,-95.522,5,1,0,0.6862268518518518
J,Solid Waste / Recycling,29.692,-95.503,5,0,1,4.054571759259259
C,Water,29.81,-95.436,5,0,0,0.0021643518518518
C,Water,29.81,-95.403,5,0,0,0.1141782407407407
C,Solid Waste / Recycling,29.741,-95.394,5,1,2,15.093842592592592
C,Solid Waste / Recycling,29.742,-95.401,5,3,0,7.122262731481481
C,Water,29.812,-95.401,5,1,0,0.10247685185185179
C,Water,29.826,-95.45,5,0,0,0.2586805555555556
D,Road / Pothole / Bridge,29.651,-95.338,5,0,0,0.2266782407407407
D,Road / Pothole / Bridge,29.714,-95.381,5,0,1,0.8491666666666666
D,Road / Pothole / Bridge,29.724,-95.39,5,1,0,0.95
H,Traffic Signals / Lighting,29.793,-95.351,5,2,0,0.9287731481481482
H,Traffic Signals / Lighting,29.802,-95.34,5,0,0,0.7358912037037038
H,Traffic Signals / Lighting,29.807,-95.344,5,0,0,0.7881712962962963
J,Solid Waste / Recycling,29.697,-95.522,5,2,1,11.700844907407408
J,Solid Waste / Recycling,29.7,-95.479,5,1,2,32.125590277777775
J,Solid Waste / Recycling,29.7,-95.475,5,0,2,5.122835648148148
H,Water,29.819,-95.388,5,0,1,1.907974537037037
B,Drainage / Flooding,29.778,-95.346,5,0,2,61.00247685185185
C,Water,29.781,-95.427,5,0,0,1.1164699074074074
C,Water,29.792,-95.404,5,0,0,0.1677430555555555
C,Solid Waste / Recycling,29.743,-95.39,5,2,1,11.678182870370373
C,Solid Waste / Recycling,29.744,-95.399,5,0,2,13.13787037037037
C,Solid Waste / Recycling,29.744,-95.395,5,0,1,8.352546296296296
C,Water,29.795,-95.402,5,0,0,0.2459027777777777
C,Water,29.802,-95.413,5,0,1,0.0858912037037037
C,Water,29.808,-95.417,5,0,0,0.1684606481481481
B,Drainage / Flooding,29.888,-95.296,5,0,0,0.0035648148148148
H,Water,29.772,-95.376,5,4,0,0.0007754629629629
H,Water,29.772,-95.352,5,0,1,0.1763541666666666
I,Road / Pothole / Bridge,29.683,-95.306,5,1,0,1.030011574074074
A,Water,29.837,-95.549,5,1,0,3.875978009259259
A,Water,29.849,-95.476,5,0,0,0.0729166666666666
A,Water,29.851,-95.472,5,0,0,0.3626736111111111
I,Road / Pothole / Bridge,29.7,-95.284,5,0,2,0.8544328703703704
I,Road / Pothole / Bridge,29.715,-95.315,5,0,0,0.4318171296296296
I,Road / Pothole / Bridge,29.729,-95.336,5,1,2,21.054473379629627
C,Water,29.764,-95.42,5,1,2,18.206041666666668
C,Solid Waste / Recycling,29.746,-95.409,5,0,2,13.791608796296297
C,Solid Waste / Recycling,29.746,-95.402,5,0,1,4.9103125
C,Solid Waste / Recycling,29.746,-95.392,5,0,1,7.47005787037037
C,Water,29.771,-95.4,5,1,0,0.9182175925925926
C,Water,29.772,-95.406,5,0,0,0.0747106481481481
C,Water,29.775,-95.422,5,0,0,1.1044675925925926
A,Solid Waste / Recycling,29.824,-95.502,5,0,3,14.802905092592592
J,Solid Waste / Recycling,29.696,-95.536,5,0,0,5.045555555555556
A,Water,29.833,-95.488,5,0,0,0.1129050925925926
I,Sewer / Wastewater,29.719,-95.282,5,0,0,1.042025462962963
I,Sewer / Wastewater,29.748,-95.305,5,1,1,0.8631481481481482
I,Solid Waste / Recycling,29.604,-95.253,5,1,1,6.9669791666666665
A,Solid Waste / Recycling,29.793,-95.537,5,1,1,9.08832175925926
K,Solid Waste / Recycling,29.657,-95.451,5,1,2,21.504351851851858
K,Solid Waste / Recycling,29.658,-95.489,5,0,1,1.5204976851851852
K,Solid Waste / Recycling,29.658,-95.459,5,0,1,3.223101851851852
C,Water,29.742,-95.388,5,0,0,0.0441898148148148
C,Water,29.744,-95.386,5,0,0,0.0321296296296296
C,Water,29.748,-95.41,5,0,0,0.2330324074074074
C,Water,29.752,-95.392,5,0,0,0.2731597222222222
C,Water,29.754,-95.395,5,0,0,0.7723611111111112
C,Water,29.755,-95.389,5,1,0,0.7058854166666666
I,Drainage / Flooding,29.731,-95.294,5,1,3,63.81583333333333
I,Road / Pothole / Bridge,29.653,-95.264,5,0,0,1.030763888888889
I,Solid Waste / Recycling,29.642,-95.258,5,0,1,7.003807870370371
I,Solid Waste / Recycling,29.664,-95.279,5,1,2,26.69389467592593
I,Solid Waste / Recycling,29.666,-95.309,5,2,1,11.668796296296296
C,Water,29.735,-95.39,5,0,0,0.0928819444444444
C,Water,29.736,-95.414,5,0,1,0.47844328703703703
C,Water,29.738,-95.415,5,1,0,0.6631307870370371
C,Water,29.739,-95.413,5,1,0,1.1004224537037037
C,Water,29.742,-95.414,5,0,0,1.3349652777777778
K,Solid Waste / Recycling,29.653,-95.518,5,0,0,0.5289236111111111
K,Solid Waste / Recycling,29.653,-95.486,5,0,2,4.858402777777778
K,Solid Waste / Recycling,29.657,-95.494,5,1,1,5.095555555555555
I,Road / Pothole / Bridge,29.795,-95.246,5,0,1,7.673721064814815
I,Sewer / Wastewater,29.666,-95.309,5,0,0,3.27130787037037
A,Water,29.807,-95.505,5,0,0,0.7385648148148148
A,Water,29.807,-95.463,5,1,1,0.1248726851851851
A,Water,29.815,-95.446,5,0,0,0.5109375
I,Solid Waste / Recycling,29.686,-95.3,5,0,2,8.243599537037037
I,Solid Waste / Recycling,29.694,-95.279,5,1,1,1.0098842592592592
I,Solid Waste / Recycling,29.696,-95.311,5,2,1,8.960555555555555
I,Solid Waste / Recycling,29.698,-95.273,5,2,3,18.92859953703704
C,Solid Waste / Recycling,29.749,-95.39,5,0,2,16.22703125
C,Solid Waste / Recycling,29.749,-95.388,5,0,1,7.67244212962963
C,Solid Waste / Recycling,29.75,-95.407,5,1,1,6.273767361111111
C,Solid Waste / Recycling,29.75,-95.405,5,0,1,3.581585648148148
C,Solid Waste / Recycling,29.747,-95.383,5,1,2,27.38810185185185
C,Solid Waste / Recycling,29.748,-95.401,5,1,3,30.133559027777775
I,Solid Waste / Recycling,29.61,-95.242,5,1,0,5.171186342592593
I,Solid Waste / Recycling,29.628,-95.214,5,1,0,5.358940972222222
I,Solid Waste / Recycling,29.633,-95.215,5,0,0,7.97605324074074
A,Water,29.792,-95.46,5,2,0,0.4583333333333333
I,Solid Waste / Recycling,29.638,-95.255,5,0,3,26.745798611111116
I,Solid Waste / Recycling,29.64,-95.252,5,0,1,5.940648148148148
A,Traffic Signals / Lighting,29.812,-95.474,5,0,1,2.00556712962963
K,Solid Waste / Recycling,29.666,-95.481,5,0,0,7.113680555555556
K,Solid Waste / Recycling,29.671,-95.458,5,1,0,1.0118923611111112
K,Solid Waste / Recycling,29.677,-95.435,5,0,2,10.081388888888888
K,Solid Waste / Recycling,29.678,-95.437,5,2,1,6.878113425925926
K,Solid Waste / Recycling,29.681,-95.434,5,0,1,6.909907407407408
C,Solid Waste / Recycling,29.75,-95.394,5,1,0,5.897042824074074
C,Traffic Signals / Lighting,29.808,-95.408,5,0,0,2.712951388888889
C,Traffic Signals / Lighting,29.817,-95.444,5,2,0,0.5974884259259259
C,Water,29.691,-95.439,5,0,1,0.1760532407407407
C,Solid Waste / Recycling,29.749,-95.405,5,0,0,1.3206539351851851
I,Solid Waste / Recycling,29.667,-95.286,5,4,0,12.729618055555555
